date,avg_power_kw,daily_energy_kwh
2006-12-16,3.0534747474747475,73.28339393939393
2006-12-17,2.354486111111111,56.507666666666665
2006-12-18,1.5304347222222223,36.73043333333334
2006-12-19,1.1570791666666667,27.7699
2006-12-20,1.5456583333333334,37.0958
2006-12-21,1.193757997218359,28.650191933240613
2006-12-22,1.6259291666666669,39.0223
2006-12-23,3.314851388888889,79.55643333333333
2006-12-24,1.7708416666666669,42.50020000000001
2006-12-25,1.9049444444444443,45.718666666666664
2006-12-26,2.7320208333333333,65.5685
2006-12-27,1.0616388888888888,25.47933333333333
2006-12-28,1.4393319444444443,34.54396666666666
2006-12-29,2.204438888888889,52.90653333333333
2006-12-30,1.939709318497914,46.553023643949935
2006-12-31,2.426525,58.236599999999996
2007-01-01,1.9090305555555556,45.81673333333333
2007-01-02,0.8814138888888889,21.153933333333335
2007-01-03,0.7042041666666666,16.9009
2007-01-04,2.2634805555555553,54.32353333333333
2007-01-05,1.8842805555555555,45.22273333333333
2007-01-06,1.047484722222222,25.13963333333333
2007-01-07,1.6997361111111111,40.79366666666667
2007-01-08,1.5565,37.356
2007-01-09,1.2979541666666667,31.1509
2007-01-10,1.496388888888889,35.913333333333334
2007-01-11,1.5661069444444444,37.58656666666667
2007-01-12,1.014788888888889,24.354933333333335
2007-01-13,2.2130652777777775,53.11356666666666
2007-01-14,2.0902126476719944,50.16510354412787
2007-01-15,1.4921375,35.811299999999996
2007-01-16,1.1711138888888888,28.10673333333333
2007-01-17,1.977561111111111,47.46146666666667
2007-01-18,1.2649041666666667,30.3577
2007-01-19,1.0280833333333335,24.674000000000003
2007-01-20,2.1762027777777777,52.22886666666666
2007-01-21,2.366154166666667,56.78770000000001
2007-01-22,1.5142319444444445,36.341566666666665
2007-01-23,1.2344722222222222,29.627333333333333
2007-01-24,2.074898611111111,49.79756666666667
2007-01-25,1.1085722222222223,26.605733333333333
2007-01-26,1.1235916666666665,26.966199999999997
2007-01-27,1.4194944444444444,34.06786666666667
2007-01-28,2.147466296038916,51.53919110493399
2007-01-29,1.37685,33.044399999999996
2007-01-30,1.1859708333333334,28.463300000000004
2007-01-31,1.6414944444444444,39.39586666666666
2007-02-01,1.2671944444444445,30.412666666666667
2007-02-02,1.15815,27.7956
2007-02-03,2.7984180555555556,67.16203333333334
2007-02-04,2.4971805555555555,59.93233333333333
2007-02-05,1.1425555555555555,27.421333333333333
2007-02-06,0.8843611111111112,21.224666666666668
2007-02-07,1.6166791666666667,38.8003
2007-02-08,1.2509819444444443,30.023566666666664
2007-02-09,1.1251375000000001,27.003300000000003
2007-02-10,1.964811111111111,47.15546666666667
2007-02-11,2.4800194444444443,59.520466666666664
2007-02-12,1.3038958333333333,31.293499999999998
2007-02-13,0.9823236111111111,23.575766666666667
2007-02-14,1.735188888888889,41.644533333333335
2007-02-15,1.3787125,33.0891
2007-02-16,1.182311111111111,28.375466666666668
2007-02-17,1.4423,34.6152
2007-02-18,2.6595569444444447,63.82936666666667
2007-02-19,1.5184819444444444,36.44356666666667
2007-02-20,2.18745,52.4988
2007-02-21,1.4394958333333332,34.5479
2007-02-22,2.3431696801112656,56.236072322670374
2007-02-23,0.9121388888888889,21.891333333333336
2007-02-24,0.4964736111111111,11.915366666666667
2007-02-25,0.3484305555555556,8.362333333333334
2007-02-26,0.3947805555555556,9.474733333333333
2007-02-27,0.35979999999999995,8.6352
2007-02-28,0.36164861111111113,8.679566666666666
2007-03-01,0.3594194444444444,8.626066666666667
2007-03-02,0.35811666666666664,8.5948
2007-03-03,0.5688347222222222,13.652033333333332
2007-03-04,1.4518749999999998,34.845
2007-03-05,1.8474527777777776,44.33886666666666
2007-03-06,0.865625,20.775
2007-03-07,1.6494486111111113,39.58676666666667
2007-03-08,1.0917583333333334,26.2022
2007-03-09,0.8837583333333334,21.2102
2007-03-10,1.7254944444444444,41.41186666666667
2007-03-11,2.417108333333333,58.0106
2007-03-12,1.3546305555555556,32.51113333333333
2007-03-13,0.8959333333333334,21.5024
2007-03-14,1.2453916666666667,29.889400000000002
2007-03-15,1.3088986111111112,31.413566666666668
2007-03-16,1.1819819444444446,28.36756666666667
2007-03-17,1.4083958333333333,33.8015
2007-03-18,1.6465597222222221,39.51743333333333
2007-03-19,1.4948041666666667,35.8753
2007-03-20,1.4487694444444446,34.77046666666667
2007-03-21,1.487563888888889,35.70153333333333
2007-03-22,1.010401388888889,24.249633333333335
2007-03-23,0.9090333333333334,21.8168
2007-03-24,2.0614097222222223,49.47383333333333
2007-03-25,2.318362751911049,55.64070604586517
2007-03-26,0.9833902777777779,23.60136666666667
2007-03-27,0.7674583333333334,18.419
2007-03-28,1.6207625,38.898300000000006
2007-03-29,1.1044486111111111,26.506766666666667
2007-03-30,0.9738847222222222,23.37323333333333
2007-03-31,2.4371597222222223,58.49183333333333
2007-04-01,1.9346888888888887,46.432533333333325
2007-04-02,1.3616513888888888,32.67963333333333
2007-04-03,1.1408472222222221,27.380333333333333
2007-04-04,1.4249083333333332,34.1978
2007-04-05,1.2806097222222221,30.73463333333333
2007-04-06,1.111902777777778,26.68566666666667
2007-04-07,1.079113888888889,25.898733333333332
2007-04-08,1.1172333333333333,26.8136
2007-04-09,0.6950833333333333,16.682
2007-04-10,0.5398361111111112,12.956066666666668
2007-04-11,0.6163069444444444,14.791366666666667
2007-04-12,0.37340694444444444,8.961766666666666
2007-04-13,0.3826541666666667,9.1837
2007-04-14,0.38490833333333335,9.2378
2007-04-15,0.5042805555555555,12.102733333333333
2007-04-16,0.6613819444444444,15.873166666666666
2007-04-17,0.8498152777777778,20.395566666666667
2007-04-18,0.6932263888888889,16.637433333333334
2007-04-19,0.7143458333333332,17.144299999999998
2007-04-20,0.5712361111111112,13.709666666666667
2007-04-21,1.162261111111111,27.894266666666663
